"4";"Contrôle de l’eau";"Transmutation du 4e niveau";"1 action";"90 m";"V, G, M ";"(C) 10 minutes";"(une goutte d’eau et une pincée de poussière) Tant que le sort persiste, vous contrôlez une étendue d’eau bien déterminée dans une zone que vous choisissez et qui prend la forme d’un cube de 30 m d’arête maximum. Vous pouvez choisir n’importe lequel des effets suivants au moment de l’incantation. Au prix d’une action à votre tour de jeu, vous pouvez réitérer le même effet ou en choisir un autre. <br> <i><b>Crue.</b></i> Le niveau de l’eau stagnante monte d’une hauteur pouvant atteindre 6 m. Si la zone inclut un rivage, la crue envahit la terre ferme. <br> Si vous choisissez une zone d’une vaste étendue d’eau, vous créez une vague de 6 m qui balaye la zone avant de retomber brutalement. Les véhicules de taille TG ou inférieure situés sur le chemin de la déferlante sont emportés et ont 25 % de chance de chavirer. <br> Le niveau de l’eau reste élevé jusqu’à ce que le sort prenne fin ou que vous optiez pour un autre effet. Si cet effet produit une vague, celle-ci se répète au début de votre tour de jeu suivant tant que l’effet de crue persiste. <br> <i><b>Écarter les eaux.</b></i> Les eaux situées dans la zone s’écartent et créent comme un fossé dont la largeur est égale à la zone du sort, les eaux, elles, en formant les murs. Le fossé reste en place jusqu’à ce que le sort prenne fin ou que vous optiez pour un autre effet. L’eau remplit ensuite lentement le fossé lors du round suivant jusqu’à ce qu’elle retrouve son niveau normal. <br> <i><b>Canaliser le courant.</b></i> L’eau vive située dans la zone coule dans la direction de votre choix, même si elle doit passer par-dessus des obstacles, des murs ou prendre des directions improbables. L’eau située dans la zone se déplace conformément à vos souhaits, mais dès qu’elle sort de la zone du sort, elle reprend son cours normal en fonction du relief. L’eau continue de couler dans la direction choisie jusqu’à ce que le sort prenne fin ou que vous optiez pour un autre effet. <br> <i><b>Tourbillon.</b></i> Cet effet nécessite une étendue d’eau d’au moins 15 m de côté et de 7,50 m de profondeur. Un tourbillon se forme au centre de la zone : un vortex de 1,50 m de large à sa base, de 7,50 m de haut, et pouvant atteindre 15 m de large à son sommet. Les créatures et objets situés dans l’eau et dans un rayon de 7,50 m du vortex sont attirés de 3 m vers lui. Une créature peut s’éloigner du vortex en réussissant un test de Force (Athlétisme) assorti de votre DD de sauvegarde des sorts. <br> Quand une créature entre dans le vortex pour la première fois d’un tour de jeu ou y commence son tour de jeu, elle doit effectuer un JS Force. En cas d’échec, elle subit 2d8 dégâts contondants et est prise dans le vortex tant que le sort persiste. En cas de réussite, les dégâts sont réduits de moitié et elle n’est pas prise dans le vortex. Une créature prise dans le vortex peut, au prix de son action, s’en éloigner comme détaillé ci-dessus, mais elle subit un désavantage au test de Force (Athlétisme) requis. <br> La première fois qu’un objet entre dans le vortex à chaque tour de jeu, il subit 2d8 dégâts contondants. Ces dégâts surviennent à chaque round passé dans le vortex.";"Druide"
"4";"Dominer une bête";"Enchantement du 4e niveau";"1 action";"18 m";"V, G";"(C) 1 minute";"Vous tentez d’envoûter une bête que vous voyez à portée. Celle-ci doit réussir un JS Sagesse sous peine d’être charmée par vos soins pour toute la durée du sort. Si vous ou des créatures qui vous sont amicales la combattez, elle bénéficie d’un avantage au jet de sauvegarde. <br> Aussi longtemps que la bête est charmée, vous disposez avec elle d’un lien télépathique si vous vous trouvez sur le même plan d’existence. Tant que vous êtes conscient, vous pouvez utiliser ce lien télépathique pour lui donner des ordres (aucune action nécessaire) auxquels elle obéit de son mieux. Les ordres doivent être simples, comme « Attaque cette créature », « Va là-bas » ou « Va chercher ». Si la cible parvient à exécuter son ordre et que vous ne lui en donnez pas de nouveau, elle se défend et se protège du mieux qu’elle le peut. <br> Au prix d’une action, vous pouvez prendre le contrôle total de la cible. Jusqu’à la fin de votre tour de jeu suivant, la créature n’entreprend que les actions que vous choisissez et ne fait rien que vous ne lui autorisiez. Pendant tout ce temps, vous pouvez aussi lui faire jouer des réactions, mais vous devez pour cela utiliser vos propres réactions. <br> Chaque fois que la cible subit des dégâts, elle effectue un nouveau JS Sagesse contre le sort. En cas de réussite, le sort prend fin. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau, la durée est concentration, jusqu’à 10 minutes. Quand vous jetez ce sort en utilisant un emplacement de sort du 6e niveau, la durée est concentration, jusqu’à 1 heure. Quand vous jetez ce sort en utilisant un emplacement de sort du 7e niveau ou supérieur, la durée est concentration, jusqu’à 8 heures.";"Druide"
"4";"Façonnage de la pierre";"Transmutation du 4e niveau";"1 action";"contact";"V, G, M ";"instantanée";"(argile meuble, qui doit être travaillée jusqu’à lui donner vaguement la forme souhaitée) Vous touchez un objet de pierre de taille M ou inférieure ou une section de pierre ne dépassant pas 1,50 m de côté, puis le façonnez pour lui donner la forme voulue. Par exemple, vous pourriez façonner un rocher en arme, idole ou coffre, ou ouvrir un petit passage dans un mur, pourvu que ce dernier ne fasse pas plus de 1,50 m d’épaisseur. Vous pouvez également façonner une porte en pierre ou son chambranle pour sceller celle-ci. L’objet que vous créez peut avoir jusqu’à deux gonds et un loquet, mais l’ensemble reste nécessairement grossier.";"Druide"
"4";"Fléau élémentaire";"Transmutation du 4e niveau";"1 action";"27 m";"V, G";"(C) 1 minute";"Choisissez une créature que vous voyez à portée et sélectionnez l’un des types de dégâts suivants : acide, feu, foudre, froid ou tonnerre. La cible doit réussir un JS Constitution, sous peine d’être affectée par le sort tant qu’il persiste. La première fois d’un tour de jeu que la cible subit des dégâts du type en question, elle reçoit 2d6 dégâts supplémentaires du même type. En outre, elle perd toute éventuelle résistance aux dégâts en question, jusqu’à la fin du sort. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement du 5e niveau ou supérieur, vous pouvez cibler une créature supplémentaire par niveau d’emplacement au-dessus du 4e. Les créatures doivent se situer dans un rayon de 9 m les unes des autres quand vous les ciblez.";"Druide"
"4";"Flétrissement";"Nécromancie du 4e niveau";"1 action";"9 m";"V, G";"instantanée";"La magie nécromantique balaye une créature de votre choix que vous voyez à portée, en la desséchant et en la privant d’une partie de sa vitalité. La cible doit effectuer un JS Constitution et subit 8d8 dégâts nécrotiques en cas d’échec, la moitié en cas de réussite. Ce sort n’a aucun effet sur les morts-vivants et les créatures artificielles. <br> Si vous ciblez une créature végétale ou une plante magique, elle subit un désavantage au jet de sauvegarde, et le sort lui inflige les dégâts maximums. <br> Si vous ciblez une plante non magique qui n’est pas une créature, comme un arbre ou un arbuste, celle-ci n’a droit à aucun jet de sauvegarde / elle flétrit et meurt. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau ou supérieur, les dégâts augmentent de 1d8 par niveau d’emplacement au-dessus du 4e.";"Druide"
"4";"Gardien de la nature";"Transmutation du 4e niveau";"1 action bonus";"personnelle";"V";"(C) 1 minute";"Un esprit de la nature répond à votre appel en vous transformant en puissant gardien. Cette métamorphose persiste jusqu’à la fin du sort. Choisissez l’une des formes suivantes : bête primale ou arbre ambulant. <br> <i><b>Bête primale.</b></i> Une fourrure animale recouvre votre corps, les traits de votre visage deviennent bestiaux et vous recevez les bénéfices suivants : <br> • Votre VD au sol augmente de 3 m. <br> • Vous disposez de la vision dans le noir sur un rayon de 36 m. <br> • Vos jets d’attaque basés sur la Force se font avec avantage. <br> • Vos attaques d’arme de corps à corps infligent 1d6 dégâts de force supplémentaires quand elles touchent. <br> <i><b>Arbre ambulant.</b></i> Votre peau semble faite d’écorce, des feuilles poussent parmi vos cheveux et vous recevez les bénéfices suivants : <br> • Vous recevez 10 points de vie temporaires.<br> • Vos JS Constitution se font avec avantage.<br> • Vos jets d’attaque basés sur la Dextérité ou la Sagesse se font avec avantage.<br> Tant que vous vous tenez dessus, le sol qui vous entoure dans un rayon de 4,50 m est considéré comme terrain difficile pour vos ennemis.";"Druide"
"4";"Insecte géant";"Transmutation du 4e niveau";"1 action";"9 m";"V, G";"(C) 10 minutes";"Vous transformez jusqu’à dix mille-pattes, trois araignées, cinq guêpes ou un scorpion situés à portée. Chacun adopte la version géante de sa forme naturelle pour toute la durée du sort. Ainsi, un mille-pattes devient un mille-pattes géant, une araignée devient une araignée géante, etc. <br> Chaque créature obéit à vos ordres verbaux et agit à votre tour de jeu à chaque round de combat. Le MD dispose du profil de ces créatures et résout leurs actions et déplacements. <br> Chaque créature conserve sa taille géante pour toute la durée du sort, jusqu’à ce qu’elle tombe à 0 point de vie, ou jusqu’à ce que vous révoquiez l’effet la concernant au prix d’une action. <br> Le MD vous autorisera peut-être à choisir d’autres types de cibles. Par exemple, une abeille géante aura probablement le même profil qu’une guêpe géante.";"Druide"
"4";"Invoquer des élémentaires mineurs";"Invocation du 4e niveau";"1 minute";"27 m";"V, G";"(C) 1 heure";"Vous invoquez des élémentaires qui apparaissent dans des espaces inoccupés que vous voyez à portée. Choisissez une des options suivantes pour déterminer ce qui apparaît : <br> • Un élémentaire d’un facteur de puissance de 2 ou moins <br> • Deux élémentaires d’un facteur de puissance de 1 ou moins <br> • Quatre élémentaires d’un facteur de puissance de ½ ou moins <br> • Huit élémentaires d’un facteur de puissance de ¼ ou moins <br> Un élémentaire invoqué par ce sort disparaît quand il tombe à 0 point de vie ou quand le sort prend fin. <br> Les créatures invoquées sont amicales envers vous et vos compagnons. Déterminez l’initiative pour les créatures invoquées, qui forment un groupe avec ses propres tours de jeu. Elles obéissent aux ordres verbaux que vous leur donnez (sans que cela ne vous coûte d’action). Si vous ne leur en donnez pas, elles n’entreprennent pas d’actions, mais se défendent contre les créatures hostiles. <br> Le MD dispose du profil des créatures. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant certains emplacements de sort de niveau supérieur, choisissez une des options ci-dessus, et le nombre de créatures qui apparaît augmente : le double avec un emplacement du 6e niveau, et le triple avec un emplacement du 8e niveau.";"Druide"
"4";"Invoquer des êtres des bois";"Invocation du 4e niveau";"1 action";"18 m";"V, G, M ";"(C) 1 heure";"(une baie de houx par créature convoquée) Vous invoquez des créatures féeriques qui apparaissent dans des espaces inoccupés que vous voyez à portée. Choisissez une des options suivantes pour déterminer ce qui apparaît : <br> • Une créature féerique d’un facteur de puissance de 2 ou moins <br> • Deux créatures féeriques d’un facteur de puissance de 1 ou moins <br> • Quatre créatures féeriques d’un facteur de puissance de ½ ou moins <br> • Huit créatures féeriques d’un facteur de puissance de ¼ ou moins <br> Une créature invoquée disparaît quand elle tombe à 0 point de vie ou quand le sort prend fin. <br> Les créatures invoquées sont amicales envers vous et vos compagnons. Déterminez l’initiative pour les créatures invoquées, qui forment un groupe avec ses propres tours de jeu. Elles obéissent aux ordres verbaux que vous leur donnez (sans que cela ne vous coûte d’action). Si vous ne leur en donnez pas, elles n’entreprennent pas d’actions, mais se défendent contre les créatures hostiles. <br> Le MD dispose du profil des créatures. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant certains emplacements de sort de niveau supérieur, choisissez une des options ci-dessus, et le nombre de créatures qui apparaît augmente : le double avec un emplacement du 6e niveau, et le triple avec un emplacement du 8e niveau.";"Druide"
"4";"Liane agrippeuse";"Invocation du 4e niveau";"1 action bonus";"9 m";"V, G";"(C) 1 minute";"Vous invoquez des plantes grimpantes qui surgissent du sol dans un espace inoccupé que vous voyez et choisissez à portée. Lorsque vous lancez ce sort, vous pouvez faire en sorte que les ronces s’en prennent à une créature que vous voyez, située dans un rayon de 9 m d’elles. La cible doit alors réussir un JS Dextérité sous peine d’être tractée de 6 m vers les ronces. <br> Tant que le sort persiste, vous pouvez à chacun de vos tours de jeu répéter cet assaut contre la même créature ou une autre, par une action bonus.";"Druide"
"4";"Liberté de mouvement";"Abjuration du 4e niveau";"1 action";"contact";"V, G, M ";"1 heure";"(une lanière en cuir nouée autour du bras ou d’un membre équivalent) Vous touchez une créature consentante. Pour toute la durée du sort, les déplacements de la cible ne sont pas affectés par les terrains difficiles, tandis que les sorts et autres effets magiques ne peuvent pas la paralyser ou la maîtriser ni réduire sa vitesse de déplacement. <br> La cible peut aussi dépenser 1,50 m de déplacement pour s’extraire automatiquement d’entraves non magiques, comme des menottes ou l’étreinte d’une créature qui l’a agrippée. Enfin, la cible attaque et se déplace normalement sous l’eau.";"Druide"
"4";"Localiser une créature";"Divination du 4e niveau";"1 action";"personnelle";"V, G, M ";"(C) 1 heure";"(un peu de fourrure de limier) Décrivez ou nommez une créature qui vous est familière. Vous découvrez la direction dans laquelle se trouve la cible, tant qu’elle se situe dans un rayon de 300 m de vous. Si elle se déplace, vous savez dans quelle direction elle progresse. <br> Ce sort permet de localiser une créature précise que vous connaissez, ou une créature d’un genre spécifique (comme un humain ou une licorne), sous réserve que vous ayez déjà vu ce type de créature de près (dans un rayon de 9 m) au moins une fois. Si la créature décrite ou nommée a adopté une forme différente (sous l’effet du sort <i>métamorphose</i> par exemple), cette divination ne permet pas de la localiser. <br> En outre, ce sort ne permet pas de localiser une créature si un cours d’eau d’au moins 3 m de large coupe le chemin direct qui vous sépare d’elle.";"Druide"
"4";"Métamorphose";"Transmutation du 4e niveau";"1 action";"18 m";"V, G, M ";"(C) 1 heure";"(un cocon de chenille) Ce sort transforme une créature que vous voyez à portée. Une créature non consentante doit réussir un JS Sagesse pour échapper à l’effet. Le sort n’a aucun effet sur les métamorphes et les créatures à 0 point de vie. <br> La transformation persiste pour toute la durée du sort, ou jusqu’à ce que la cible tombe à 0 point de vie ou meure. La nouvelle forme peut être n’importe quelle bête d’un facteur de puissance inférieur ou égal à celui de la cible (ou à son niveau si elle n’a pas de FP). Le profil de la cible, y compris ses valeurs de caractéristique mentales, est remplacé par celui de la bête choisie. En revanche, elle conserve son alignement et sa personnalité. <br> La cible a les points de vie de sa nouvelle forme, mais elle retrouve les points de vie qu’elle avait avant sa transformation lorsqu’elle recouvre sa forme normale. Dans le cas où elle tombe à 0 point de vie, les dégâts en excès sont reportés sur sa nouvelle forme. Tant que ces dégâts ne font pas eux aussi tomber les points de vie de la forme normale à 0, la créature reste consciente.  <br> La créature est limitée dans ses actions par la nature de sa nouvelle forme, et elle ne peut ni parler, ni lancer de sorts, ni entreprendre d’action nécessitant des mains ou le don de parole. <br> L’équipement de la cible se transforme lui aussi en fusionnant avec elle, mais elle ne peut pas l’activer, s’en servir ou en profiter d’une quelconque manière.";"Druide"
"4";"Mur de feu";"Évocation du 4e niveau";"1 action";"36 m";"V, G, M ";"(C) 1 minute";"(un petit morceau de phosphore) Vous créez un mur de feu qui apparaît sur une surface solide située à portée. Ses dimensions sont les suivantes : jusqu’à 18 m de long, 6 m de haut et 30 centimètres d’épaisseur. Autre possibilité, vous pouvez lui donner la forme d’un anneau aux dimensions suivantes : jusqu’à 6 m de diamètre, 6 m de haut et 30 centimètres d’épaisseur. Le mur est opaque et persiste pour toute la durée du sort. <br> Au moment où le mur apparaît, toute créature prise dans sa zone doit effectuer un JS Dextérité et subit 5d8 dégâts de feu en cas d’échec, la moitié en cas de réussite. <br> Un côté du mur (choisi par vos soins au moment de l’incantation) inflige 5d8 dégâts de feu à toute créature qui termine son tour de jeu dans le mur ou de ce côté et dans un rayon de 3 m du mur. Une créature subit les mêmes dégâts quand elle traverse le mur pour la première fois d’un tour de jeu ou y termine son tour de jeu. L’autre côté du mur, en revanche, n’inflige pas de dégâts. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau ou supérieur, les dégâts augmentent de 1d8 par niveau d’emplacement au-dessus du 4e.";"Druide"
"4";"Peau de pierre";"Abjuration du 4e niveau";"1 action";"contact";"V, G, M ";"(C) 1 heure";"(de la poudre de diamant d’une valeur minimale de 100 po, que le sort détruit) La chair d’une créature consentante que vous touchez devient aussi robuste que la pierre. Tant que le sort persiste, la cible bénéficie d’une résistance aux dégâts contondants, perforants et tranchants non magiques.";"Druide"
"4";"Sphère aqueuse";"Invocation du 4e niveau";"1 action";"27 m";"V, G, M ";"(C) 1 minute";"(une gouttelette d’eau) Vous invoquez une sphère d’eau de 1,50 m de rayon en un point que vous voyez à portée. La sphère peut flotter dans les airs, tant qu’elle reste à 3 m ou moins du sol. Elle persiste jusqu’à la fin du sort. <br> Toute créature présente dans l’espace de la sphère doit effectuer un JS Force. En cas de réussite, la cible est éjectée vers l’espace inoccupé le plus proche de son choix. Une créature de taille TG ou supérieure réussit automatiquement ce jet de sauvegarde, tandis que celles de taille G ou inférieure peuvent le rater volontairement. En cas d’échec, la créature est entravée par la sphère et engloutie par l’eau. À la fin de chacun de ses tours de jeu, une créature ainsi entravée peut réitérer le jet de sauvegarde et met un terme à l’effet sur elle-même en cas de réussite. <br> La sphère peut ainsi entraver jusqu’à quatre créatures de taille M ou inférieure, ou une créature de taille G. Si elle entrave une créature alors qu’elle a déjà atteint cette contenance, une créature déjà entravée par la sphère, déterminée aléatoirement, en est éjectée dans un espace situé à 1,50 m ou moins et se retrouve à terre. <br> Au prix d’une action, vous pouvez déplacer la sphère d’une distance maximale de 9 m, en ligne droite. Si ce déplacement traverse une fosse, une falaise ou autre dépression, la sphère s’y engage jusqu’à se retrouver à 3 m du sol. Toute créature entravée par la sphère se déplace avec elle. Vous pouvez pousser la sphère dans l’espace d’autres créatures, ce qui les soumet au jet de sauvegarde détaillé plus haut. <br> Quand le sort prend fin, la sphère tombe au sol et éteint toutes les flammes non protégées dans un rayon de 9 m d’elle. Toute créature entravée par la sphère se retrouve alors à terre dans l’espace où elle tombe. L’eau disparaît ensuite.";"Druide"
"4";"Tempête de grêle";"Évocation du 4e niveau";"1 action";"90 m";"V, G, M ";"instantanée";"(une pincée de poussière et quelques gouttes d’eau) Un déluge de grêlons s’abat dans un cylindre de 6 m de rayon et de 12 m de haut centré sur un point situé à portée. Toute créature prise dans la zone doit effectuer un JS Dextérité et subit 2d8 dégâts contondants et 4d6 dégâts de froid en cas d’échec, la moitié en cas de réussite. <br> La grêle transforme la zone d’effet en terrain difficile jusqu’à la fin de votre tour de jeu suivant. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 5e niveau ou supérieur, les dégâts contondants augmentent de 1d8 par niveau d’emplacement au-dessus du 4e.";"Druide"
"4";"Terrain hallucinatoire";"Illusion du 4e niveau";"10 minutes";"90 m";"V, G, M ";"24 heures";"(un caillou, une brindille et un bout de plante verte) Vous modifiez un cube de 45 m d’arête de terrain naturel situé à portée, qui prend un nouvel aspect, tant au niveau de son apparence que des sons et odeurs qu’il produit. Ainsi, un champ ou une route pourra ressembler à un marais, une colline, une crevasse ou quelque autre terrain difficile ou infranchissable. Une mare pourra ressembler à une prairie verdoyante / un précipice, à une pente douce / un ravin rocailleux, à une belle route large. En revanche, les bâtiments, équipements et créatures situés dans la zone ne changent pas d’apparence. <br> Les caractéristiques tactiles du terrain restent inchangées, si bien que les créatures qui entrent dans la zone ont toutes les chances de vite découvrir la supercherie. Si la différence n’est pas évidente au toucher, une créature qui examine attentivement l’illusion peut tenter un test d’Intelligence (Investigation) assorti de votre DD de sauvegarde des sorts pour ne pas y croire. Une créature qui voit l’illusion pour ce qu’elle est la perçoit comme une image floue superposée à la zone.";"Druide"
"5";"Coercition mystique";"Enchantement du 5e niveau";"1 minute";"18 m";"V";"30 jours";"Vous placez une injonction magique sur une créature que vous voyez à portée. Vous l’obligez à entreprendre une mission ou, à l’inverse, à s’en détourner. Si la créature est en mesure de vous comprendre, elle doit réussir un JS Sagesse sous peine d’être charmée par vos soins pour toute la durée du sort. Tant qu’elle est charmée de la sorte, elle subit 5d10 dégâts psychiques chaque fois qu’elle va directement à l’encontre de vos instructions, mais une fois par jour seulement. Une créature qui ne vous comprend pas n’est pas affectée par ce sort. <br> Vous pouvez donner n’importe quel ordre, pour peu que cela n’entraîne pas la mort assurée de la cible. Si vous lui donnez un ordre suicidaire, le sort prend fin. <br> Vous pouvez mettre fin à ce sort prématurément au prix d’une action. Il est alors révoqué. Les sorts <i>délivrance des malédictions</i>, <i>restauration suprême</i> et <i>souhait</i> y mettent également fin. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 7e ou du 8e niveau, la durée est de 1 an. Quand vous jetez ce sort en utilisant un emplacement de sort du 9e niveau, le sort persiste jusqu’à ce qu’un des sorts mentionnés ci-dessus y mette fin.";"Druide"
"5";"Communion avec la nature";"Divination du 5e niveau (rituel)";"1 minute";"personnelle";"V, G";"instantanée";"Vous ne faites brièvement plus qu’un avec la nature et obtenez des renseignements sur les alentours. En extérieur, le sort vous renseigne sur une zone de 4,5 kilomètres de rayon autour de vous. Dans un réseau de cavernes ou quelque autre environnement souterrain, ce rayon se limite à 90 m. Le sort ne fonctionne pas là où la nature a été remplacée par des constructions, comme dans les donjons et les villes. <br> Vous recevez instantanément des informations sur un maximum de trois faits de votre choix parmi les sujets suivants, en rapport avec la zone concernée : <br> • relief et étendues d’eau <br> • flore, faune, population ou minéraux dominants <br> • célestes, fées, fiélons, élémentaires ou morts-vivants puissants <br> • influence d’autres plans d’existence <br> • constructions <br> Vous pouvez ainsi déterminer la position de puissants morts-vivants dans la zone, d’importantes sources d’eau potable, ou de villes proches.";"Druide"
"5";"Contagion";"Nécromancie du 5e niveau";"1 action";"contact";"V, G";"7 jours";"Votre simple contact inocule des maladies. Effectuez une attaque de sort au corps à corps contre une créature située à portée d’allonge. En cas de réussite, vous transmettez à la créature une maladie de votre choix parmi celles qui sont décrites ci-après. <br> À la fin de chacun de ses tours de jeu, la cible doit effectuer un JS Constitution. Après en avoir raté trois, la maladie persiste pour toute la durée du sort, et la victime n’effectue plus de sauvegardes. Après en avoir réussi trois, la créature se remet de la maladie et le sort prend fin. <br> Comme ce sort inocule une maladie naturelle, les effets éliminant les maladies ou, au contraire, les renforçant sont applicables. <br> <i><b>Croupissure.</b></i> La cible est victime d’une violente migraine et ses yeux deviennent blanc laiteux. Elle subit un désavantage aux tests de Sagesse et aux JS Sagesse, et elle est aveuglée. <br> <i><b>Fièvre des marais.</b></i> La cible souffre d’une fièvre violente. Elle subit un désavantage aux tests de Force, aux JS Force et aux jets d’attaque basés sur la Force. <br> <i><b>Putrescente.</b></i> La cible est frappée de putréfaction. Elle subit un désavantage aux tests de Charisme et une vulnérabilité à tous les dégâts. <br> <i><b>Bouille-crâne.</b></i> La cible est fiévreuse. Elle subit un désavantage aux tests d’Intelligence et aux JS Intelligence, et se comporte comme si elle était sous l’effet du sort <i>confusion</i> durant les combats. <br> <i><b>Tremblotante.</b></i> La cible est prise de tremblements. Elle subit un désavantage aux tests de Dextérité, aux JS Dextérité et aux jets d’attaque basés sur la Dextérité. <br> <i><b>Mort vaseuse.</b></i> La cible est victime de saignements incontrôlables. Elle subit un désavantage aux tests de Constitution et aux JS Constitution. En outre, chaque fois qu’elle subit des dégâts, elle est étourdie jusqu’à la fin de son tour de jeu suivant.";"Druide"
"5";"Contrôle des vents";"Transmutation du 5e niveau";"1 action";"90 m";"V, G";"(C) 1 heure";"Vous prenez le contrôle de l’air dans une zone équivalente à un cube de 30 m d’arête que vous voyez à portée. Choisissez l’un des effets suivants à l’incantation. L’effet en question persiste jusqu’à la fin du sort, à moins que vous consacriez votre action d’un tour ultérieur à changer d’effet. Vous pouvez également au prix de votre action suspendre provisoirement l’effet en cours ou le relancer si vous l’aviez interrompu. <br> <i><b>Courant ascendant.</b></i> Un vent fort souffle en continu de la base du cube vers le haut. Les créatures qui terminent une chute dans le cube ne subissent que la moitié des dégâts correspondants. Lorsqu’une créature comprise dans le cube effectue un saut vertical, la hauteur qu’elle peut atteindre augmente de 3 m. <br> <i><b>Courant descendant.</b></i> Un vent fort souffle en continu du sommet du cube vers le bas. Les attaques d’arme à distance qui traversent le cube ou visent des cibles comprises dedans se font avec un désavantage. Toute créature qui pénètre en volant dans le cube pour la première fois d’un tour ou qui y commence son tour de jeu en vol doit effectuer un test de Force. En cas d’échec, elle se retrouve à terre. <br> <i><b>Rafales.</b></i> Des courants s’animent dans le cube et soufflent en continu dans la direction et le sens de votre choix. Vous choisissez l’intensité de ce vent : calme, modérée ou forte. Un vent modéré ou fort impose un désavantage aux jets d’attaque des attaques d’arme à distance qui partent du cube, le traversent ou y pénètrent. Toute distance parcourue contre un vent fort doit être décomptée deux fois du quota de déplacement de la créature concernée.";"Druide"
"5";"Coquille antivie";"Abjuration du 5e niveau";"1 action";"personnelle (rayon de 3 m)";"V, G";"(C) 1 heure";"Un champ scintillant de 3 m de rayon apparaît autour de vous. Il se déplace avec vous, reste centré sur vous, et les créatures qui ne sont ni des morts-vivants ni des créatures artificielles ne sauraient le pénétrer. Ce champ persiste pour toute la durée du sort. <br> Il empêche toute créature concernée de passer ou de le traverser. Une telle créature peut lancer des sorts ou effectuer des attaques avec des armes à distance ou à allonge au travers du champ. <br> Si vous vous déplacez de sorte qu’une créature concernée par le sort est obligée de le traverser, le sort prend fin.";"Druide"
"5";"Entrave planaire";"Abjuration du 5e niveau";"1 heure";"18 m";"V, G, M ";"24 heures";"(un joyau d’une valeur minimale de 1000 po, que le sort détruit) Avec ce sort, vous tentez de lier un céleste, un élémentaire, une fée ou un fiélon à votre service. La créature doit se situer à portée durant toute l’incantation (la procédure la plus courante consiste à la convoquer au centre d’un <i>cercle magique</i> inversé pour la prendre au piège). Au terme de l’incantation, la cible doit effectuer un JS Charisme. En cas d’échec, elle est obligée de vous servir pour toute la durée du sort. Si la créature a été convoquée ou créée par un autre sort, la durée de celui-ci est allongée pour correspondre à celle de cette abjuration. <br> Une créature liée doit suivre vos instructions au mieux de ses capacités. Vous pouvez lui ordonner de vous accompagner en aventure, de garder un lieu ou de délivrer un message. Elle obéit à vos ordres à la lettre, mais si elle vous est hostile, elle tentera de jouer sur les mots pour remplir ses propres objectifs. Si la créature mène à bien vos instructions avant la fin du sort, elle vous rejoint pour vous en faire part si vous vous situez sur le même plan d’existence. Si vous êtes sur un autre plan, elle regagne l’endroit où vous l’avez liée et y reste tant que le sort persiste. <br> <i><b>À plus hauts niveaux.</b></i> Quand vous jetez ce sort en utilisant un emplacement de sort du 6e niveau ou supérieur, la durée passe à 10 jours (6e niveau), 30 jours (7e niveau), 180 jours (8e niveau), ou 1 an et 1 jour (9e niveau).";"Druide"
"5";"Éveil";"Transmutation du 5e niveau";"8 heures";"contact";"V, G, M ";"instantanée";"(une agate d’une valeur minimale de 1000 po, que le sort détruit) Après avoir consacré le temps d’incantation à tracer des sentiers magiques au sein d’une pierre précieuse, vous touchez une bête ou une plante de taille TG ou inférieure. La cible doit être dénuée de valeur d’Intelligence ou en avoir une de 3 ou moins. Elle gagne une Intelligence de 10 et la faculté de parler une langue que vous connaissez. Si la cible est une plante, elle gagne aussi la faculté d’animer ses branches, racines, lianes, etc. ainsi que des sens comparables à ceux d’un humain. Votre MD choisit un profil adapté à la plante éveillée, comme celui de l’arbuste éveillé ou de l’arbre éveillé. <br> La cible éveillée est charmée par vos soins pendant 30 jours, ou jusqu’à ce que vous ou vos compagnons lui nuisiez d’une manière ou d’une autre. Quand l’état charmé prend fin, la créature éveillée choisit si oui ou non elle reste amicale en fonction du traitement que vous lui avez réservé lorsqu’elle était sous votre emprise.";"Druide"
